,titles,first_ps,authors,reply_lps,reply_qs,found_time,ltimes,year,fields
1477,谁能告诉我哪错了？？？,我们结婚一年半，我真的很爱她！我对她是百依百顺，我虽然不喜欢她单独跟男人说话，可我只是藏在心,葵花神功,或许未相...,7,2017/8/1,8月25日,2017,5278835730
1478,前几天在常州机场看到一男一女在,前几天在常州机场看到一男一女在吵架，女人声音大，一直求那男人放她走，听口音是东北的，男人声音,养儿烦恼,养儿烦恼,0,2017/8/1,8月25日,2017,5289016751
1479,为什么删除帖子啊？,想让受到家暴的姐妹有个诉苦的地方,轻轻松松...,黑翼磊,6,2017/8/1,8月22日,2017,5280421523
1480,求助,求助。我想跟男友分手 他用杀我全家来威胁我。打过我 用刀恐吓过我。怎么办 有没有办法帮帮我离开这,起初就错过,乐趣多多8...,15,2017/7/1,8月21日,2017,5236264896
1481,【每日签到】本帖为每日签到灌水帖！此帖外无意义灌水一律删,因为本吧禁止完全无意义的水帖（例如，下载进度，今天我来签个到，我吃个饭，她养猫，大家好...等等）~·但为了方便广大吧友每天有个可以发发牢骚，自言自语，水点经验的地方，特开此帖，此帖之外再开帖是要被删的了，请大家注意哈！,温柔的小...,温柔的小...,10,2016/12/1,8月21日,2017,4913768013
1482,被家暴的女人是什么心态？,小流氓能靠住 ，猪都会上树。,不要放开...,不要放开...,0,2017/8/1,8月21日,2017,5283362625
1483,写与18岁，写与8月，写与死亡边缘,是不是只有血，才能唤醒一个被压制奴役的灵魂？ 在我把刀刺入大腿内侧的动脉血管时，突然想起，第一,DayNsui,不要放开...,19,2017/8/1,8月21日,2017,5265493371
1484,我怎么办,我怎么办,兔噜兔噜,14旅馆,4,2017/8/1,8月21日,2017,5267998918
1485,看到其他女人遭遇家暴，我觉得，我要让女儿学武,虽然我之前婚姻不幸，可还没到遭遇家暴的地步，不过现在已经单身了，过得很好，现在看了那么多家暴实例，发现有时候婚姻真的很可怕。我觉得，女人最好的办法是学武，你有武术防御比什么都重要！还有，女人千万不要傻到倒贴，倒贴在他和婆家眼里，你不值钱，婚姻还是门当户对好，而且，倒贴了，男人还是照样耍大男子主义，你不乐意，很多直男癌说是你的错，你家付出多了，你就要高人一等吗？可是假如是男方家出的多，那似乎男方家那,贴吧用户_...,贴吧用户_...,28,2017/8/1,8月21日,2017,5268814030
1486,大家讨论一下在家暴的环境里面长,大家讨论一下在家暴的环境里面长大的孩子，怎么才能让自己对生活对以后充满热情，让自己开心起来。,z_j_i_e,0,5,2017/8/1,8月21日,2017,5275537510
1487,讨厌他,讨厌他,心里阴暗...,心里阴暗...,26,2017/8/1,8月20日,2017,5281634934
1488,我爸每天都会无缘无故发脾气。没,我爸每天都会无缘无故发脾气。 没多大本事，脾气真不小。 只希望快点开学，但是又担心我妹我妈在家,传说海底...,TayTay,0,2017/8/1,8月17日,2017,5268879416
1489,关于我悲哀的童年和我悲哀的父亲,今天第一次来到这个吧，因为刚才又和我爸大吵了一架，我今年快23了，从小我就生活在父母的真吵之中，,zt15881059499,才把大雨...,3,2017/3/1,8月17日,2017,5011657043
1490,如果施暴者有精神问题，应该怎么办？,我有个朋友，她爸爸经常打她，她爸爸有狂躁症。每次报警后都是不予责罚，说是要构成轻伤。她有抑郁,怪盗黎冰,摩柯珞嘉,13,2017/6/1,8月17日,2017,5165860147
1491,一个语言暴力者的自白,LZ是个语言暴力者，简单的说就是发生争吵爱爆粗口，什么难听说什么，毫无底线。语言暴力给楼主的生活造成了很大的影响，追溯根源，LZ童年的时候，LZ父亲对LZ不停的语言暴力和家庭暴力，在楼主耳边经常是这些父亲对楼主的话:你要出息了我就滚出家乡，你他妈怎么这么孬，连XXX都打不过，你看看人家孩子，咱家的是**···还有家庭暴力：刀枪棍棒无所不用，LZ父亲相信棍棒底下出孝子吧，但LZ一直反抗，LZ认为自己是那种做喜欢的事情会有极大的,黑天heart,而我tr,5,2017/4/1,8月17日,2017,5084823748
1492,我认识到的家暴,让人心痛的事情太多，唯独父亲给的暴力让人无法躲避又最容易产生巨大的无助，我并不是天生的无情和,安诺建玄,用什么青...,6,2017/1/1,8月16日,2017,4956507593
1493,大家评评理，就因为我不想理发，我妈竟要离婚。。。卖房子。。。。,大家评评理，就因为我不想理发，我妈竟要离婚。。。卖房子。。。。说了好久了。。。我的头发又不是,唐尧tylife,雪宝的空...,8,2017/8/1,8月15日,2017,5270066802
1494,无助,有一个冷酷父亲，天天在家叹气，骂人，打人，就因为一点小事。因为得了抑郁症，在家校被同学当傻子,h行尸走肉,故画作山...,7,2017/3/1,8月15日,2017,5003691374
1495,离婚后，等待自己的是阳光。,前年离婚。跟前夫结婚主要是因为我母亲催，那个时候刚从北京回老家，因为年龄过了28，所以开始安排车,coke__88,故画作山...,71,2017/6/1,8月15日,2017,5151785076
1496,大家认为家暴男再结婚，还会家暴,大家认为家暴男再结婚，还会家暴吗？欢迎讨论！,bohe,遗忘的漏沙,16,2017/7/1,8月15日,2017,5248466204
1497,我希望父母离婚。,原来有许多人和我一样。抱抱你们好吗？,传说海底...,岷江07,109,2017/2/1,8月12日,2017,4990898139
1498,家暴改不了,家暴改不了，记住了。这个吧里，我看见了很多被家暴的女人，爱人不爱的就要放手，对于被家暴还不愿,weiweixiao0123,贴吧用户_...,2,2017/8/1,8月12日,2017,5268324111
1499,今天又挨了,,淮南牛肉...,温柔的小...,2,2017/8/1,8月11日,2017,5266499386
1500,找个受伤的女子,这么多的被家暴的女的 如果你们真的想离开了 可以选择来我这里 只要不是太作的女的 带个孩子也可以 我,减肥计划,寒潭玄曳...,1,2017/8/1,8月10日,2017,5266120744
1501,真忍不了家暴男了,我结婚十七年闪婚的，也许太过传统，刚结婚就遭家暴，怕人家笑话忍着。两孩子出生后为了孩子，还是,竹筱鹊,火希烯,18,2017/8/1,8月10日,2017,5260386052
1502,我母亲这辈子最大的错误就是选了,我母亲这辈子最大的错误就是选了一个人渣。。。。,残落的一生,蔷薇伯爵...,1,2017/8/1,8月10日,2017,5265479291
1503,打算走了,也许今晚还会喝酒，回来我和孩子又遭殃了，打算一会就带孩子走，心里担心父母怕他去闹，怎么办心里放心不下,轻轻松松...,故事里的...,13,2017/8/1,8月10日,2017,5258768465
1504,对比你们，我真是幸福，原来我爸是好人，只是有点冷漠,从没打人，有时候骂点粗话而已，不对比不知道身在福中，我男的，24，没女友，以后更加珍惜女友了，你,孤独人格...,孤独人格...,12,2017/8/1,8月9日,2017,5264765807
1505,我母亲跟慈禧转世一样，没区别。品格完全一样！,我母亲跟慈禧转世一样，没区别。品格完全一样！不过没有慈禧干练的办事能力。。。其它方面是一样的。,天界之美神,君承天宠,3,2017/8/1,8月8日,2017,5263149514
1506,心情不好 挫败感很强,心情不好 挫败感很强,觉觉爱睡...,君承天宠,7,2017/8/1,8月8日,2017,5262412358
1507,为啥女人更容易家暴,当然这是多方面，男人更强壮，男人一般挣钱多，社会娱乐要求女孩温柔。 但还有一个心理因素。 男人喜,pangdianming,pangdianming,23,2017/8/1,8月8日,2017,5252373546
1508,我要是有女儿或孙女，一定要让她,我要是有女儿或孙女，一定要让她学点武艺防身，渣男好多,养儿烦恼,养儿烦恼,0,2017/8/1,8月8日,2017,5262113604
1509,我真的我错了以前是我的脾气不好,我真的我错了以前是我的脾气不好，我知道错了，是我不懂得珍惜，希望你能原谅我，我一定改，努力的,love笑鑫,大园儿z,6,2017/8/1,8月7日,2017,5255025475
1510,心情不好，来吐个槽,今天初三，别人家应该是高高兴兴的团聚，我们家却闹得鸡飞狗跳。先说我爸，好吃懒做，小心眼儿，事,被谁冷落...,丢0砖,29,2017/1/1,8月6日,2017,4960413139
1511,养老送终？呵，我宁愿是白眼狼,（不是说大多数都是女儿么。呵，摊上一个BT的，谁都一样。） 目前为了母亲开心，忍着。至于送终，呵,有些事罄...,大月亮,18,2017/7/1,8月5日,2017,5230763424
1512,给大家讲讲我的故事,首先，很感谢你点进来看我的帖子，这是我第一次进这个吧，也是第一次发帖，在默默的看完吧里的所有帖子后，我的心情久久不能平静，第一次有一种找到知己的感觉，大家的心情我都能感同深受，甚至会看得落下泪来。现在，我想说说我自己的故事，跟大家的经历都不相同但是都是一样的痛苦，故事可能会很长，但希望你能发自真心的看完，谢谢大家。 我是92年的一名女大学生，目前在南京上大三。我是倔强的天蝎座，同时也是懦弱的天蝎座。我,V_带我看...,V_带我看...,99,2014/2/1,8月4日,2017,2843427949
1513,浅谈婚姻家暴,现在是二十一世纪，文明法制的人权时代。 总有一些渣男，嫌弃对方没有一层处女膜。 总有一些人，觉得,xxooxx152,狮子Beverly,4,2017/7/1,8月1日,2017,5231865100
1514,60秒让心理变轻松的4个方法,美国有两位专门研究乐观的心理学家，帮大家整理出几个乐观的技巧，方法简单而且效果神速，能让你立刻变得乐观起来。赶快来学这种“六十秒速乐法”吧。 1.抬头挺胸 只要抬头挺胸就能改变情绪！这个方法是不是简单到令你无法置信？ 那你可得把自己的怀疑放下，因为科学研究早就证明：身体的姿势与心理的状态密不可分。所以，要矫正头脑，请先矫正身体。 当一个人抬头挺胸的时候，呼吸会比较顺畅，而深呼吸则是压力管理的妙方。当抬头挺,寒潭玄曳...,狮子Beverly,3,2017/5/1,8月1日,2017,5105025060
1515,今天爸爸早上就打了我，狠狠掐我的脖子，还拿刀声称要砍断我的手,忍不下去了,心烦K意乱,NelV,3,2017/7/1,8月1日,2017,5247322489
1516,谁能告诉我我要怎么办,晚饭后。他又无例外的坐在电脑桌前玩电脑。我一边要打扫家务孩子又闹着让我陪她玩。叫他帮着干点活,活宝youyou9,瓣叶猪,11,2016/12/1,8月1日,2017,4914263572
1517,大家帮我看看这变态是什么意思，,大家帮我看看这变态是什么意思，以前把他拉黑n次加我，经常说些色情话过来，多次暗示我去找他我不去,去美国打...,或许未相...,3,2017/7/1,7月31日,2017,5249264561
1518,对你们说说家暴的严重性,对你们说说家暴的严重性,不知道怎...,觉觉爱睡...,22,2017/7/1,7月31日,2017,5240707071
1519,昨晚梦到被家暴,昨晚梦到被家暴,爱情混沌...,心白色,16,2017/7/1,7月31日,2017,5249967174
1520,问大家一个问题希望大家说实话x,问大家一个问题希望大家说实话x，一个男人或者女的总对你说流氓话，或者你离开他或者她就更说些流氓,去美国打...,feizhouyihao,6,2017/7/1,7月31日,2017,5247878558
1521,家暴者，非人渣,真正的人渣不家暴！,生命原点,哒妹,5,2017/7/1,7月30日,2017,5244033726
1522,家暴,什么都看开了！想离！十年了！够了！最对不起我的就是我的孩子们！三个孩子我不会丢下你们的！虽然,我一个家...,一笛风,3,2017/7/1,7月30日,2017,5249147425
1523,来吧里第一天就被禁言了。。,我很无奈，说吧里有未成年人，不能提倡以暴制暴。观点不同可以好好说嘛。大家可以沟通沟通，你别直,nubinsun,温柔的小...,5,2017/7/1,7月28日,2017,5246904633
1524,愿圣光护佑着你，请不要放弃自己，一切都会好起来的’,&#x270E;﹏&#x20AF;?﹏﹏ 　　我会一直在，纵使寂寞开成海。　　　　 　　　　　　 --来自樱空的自述。。,樱空弑射手,闫芳YFyf,3,2015/5/1,7月28日,2017,3776444546
1525,家累！,说说，家暴让我生不如死，有过轻生，同事说我轻微抑郁，我知道自己不开心，虽然年纪大了35岁，我想离,风风囚,DearRachelGirl,6,2017/7/1,7月26日,2017,5235965428
1526,这是家暴，还是精神分裂，还是神经病？,二十几年了，我爸一喝酒，就会砸东西，什么电视，电话，还有踢门，持续十几年，后面砸碗，手机。还,夏语葶,爱任何女...,55,2017/3/1,7月24日,2017,5009307383
1527,产后抑郁究竟会有多可怕,顺产。孩子现在36天。远嫁。怀孕的时候有一半的时间老公都没能陪在身边，父母也不在身边，自己一个人,反家庭暴...,温柔的小...,2,2017/7/1,7月23日,2017,5238926472
1528,问一下我该怎么解决,今天周末我妈在家包饺子，我爸下班回来看到她没买豆腐干就开始骂。然后骂完就下楼去了。过一会上楼,娴封湪馃...,sy260620,6,2017/7/1,7月22日,2017,5237375603
1529,求预防家暴办法,我是一个十七岁的男孩。各位叔叔阿姨，有没有预防家暴的办法，我爸爸昨天晚上对我妈妈实施了家暴（,受伤377,jjhj44,9,2017/6/1,7月20日,2017,5161283427
1530,还以为是情侣之间的小打小闹吗？,还以为是情侣之间的小打小闹吗？你猜错了，是弟弟打姐姐的事情。我弟弟是一个很暴躁的人。平时目无尊长，随便可以骂爸妈。他甚至还跟我妈妈打过三四回架，完全的地痞小流氓。说他还不听，一脸凶神恶煞的样子。我感觉他都快赶上变形记里那些城市主人公，你们懂的，像这种人成绩也一般，很差。用钱也十分大度特别喜欢在朋友面前**。在学校的时候不好好读书，还结交了一帮狐朋狗友，经常聚集在校外闹事。回到家里啦，我爸妈骂他一两句,很大很大...,feizhouyihao,2,2017/7/1,7月20日,2017,5232976681
1531,一直非常不明白的事,中国人打孩子似乎已经成为传统。 平时非常温和善良的邻居夫妇，总是听到他们打骂孩子的声音，其凶恶,xxooxx152,xxooxx152,0,2017/7/1,7月19日,2017,5231848570
1532,这是真实的，人至贱则无敌,有一个阿姨，其实不怎么打交道，之前对她的印象就是不是很亲近的一个人。 今年突然知道很多，哎，说,夏语葶,心白色,1,2017/7/1,7月19日,2017,5228442841
1533,我想问问各位亲，父亲打母亲的时,我想问问各位亲，父亲打母亲的时候上前阻拦吗？应该怎么办？楼主女生，每次都阻拦，可是根本没什么,sarcomere6,艾特熊...,9,2017/7/1,7月17日,2017,5216106989
1534,气的肺泡破了算家暴吗,,babybaylie,babybaylie,5,2017/7/1,7月16日,2017,5225905011
1535,仇恨,我要记住今天你下的手我受的伤流的泪。我永远都不会原谅你。,阿几96,阿几96,9,2017/7/1,7月16日,2017,5213325476
1536,第一次来这里，吐槽而已,第一次来这里，吐槽而已,Donglili567,泡仔比较...,20,2017/7/1,7月16日,2017,5203038490
1537,623,623,倾希之,qqmumy,8,2017/6/1,7月16日,2017,5179565082
1538,倾诉 轻诉 请诉,在虚拟的平台 说说我的故事 故事从今天开始说,雨尘Lin,雨尘Lin,85,2017/5/1,7月15日,2017,5103406605
1539,我活着还有什么意思,有跟我经历相同的么,吾问无为...,玉兰因,8,2017/6/1,7月14日,2017,5180753568
1540,喜欢一个男生，他从小出生在一个,喜欢一个男生，他从小出生在一个家暴家庭，他爸爸经常打他妈妈，只要他不听话他爸爸就打他妈妈……,黄靖雅丶,sy260620,4,2017/7/1,7月14日,2017,5218245149
1541,有没有和我一样受到过家庭的严重暴力影响，阴影很大的放不下的？,不知不觉在外面漂泊几年了，在广东一呆就是七八年，有快十年之久了，这几年里回家的十几次在家里呆的加起来的时间没超过半年。宁愿租房子住也不想回老家踏进家门一步，不管我是否过得快乐与不快乐开心与不开心，感觉好像在这世界上孤零零的是自己一个人没有家的孩子一样，楼主今年24了，17岁开始出来社会出来打工，佛山，东莞，广州，最后是深圳。就一直在这边，现在和家里关系不冷不热，也有点像陌生人的感觉，有时候晚上想起小时,萌萌无敌...,冬天的雪...,105,2016/10/1,7月13日,2017,4841004764
1542,在这贴吧，看到最让我无语的是一句话是：为了孩子......,被家暴已经不是一次两次了，孩子也不见得在这种环境下能成长得有多好（不见得有多伟大，反而显得愚,燃情de天...,玉兰因,9,2017/5/1,7月13日,2017,5123305970
1543,我父亲是个**不如的东西,我一直在想 为什么像我父亲那样的人还能活这么久 从小到大 喝醉了就像疯了一样 小时候打我妈妈 现在竟,可爱的李...,玉兰因,11,2017/7/1,7月13日,2017,5199342963
1544,家暴不可原谅,,我的故事...,玉兰因,9,2017/6/1,7月13日,2017,5178542390
1545,大家帮帮我，现在我三十岁了，已,大家帮帮我，现在我三十岁了，已经结婚有孩子，家庭幸福。可是我无法对我的亲生母亲关心，经常忍不,黄小胖1617,温柔的小...,2,2017/6/1,7月12日,2017,5164039188
1546,求助，求助，,本人今年23岁，现在这份工作亲戚家的姐姐给找了份工作，老板是姐姐单位(国企)的领导，在他自己开的公,鑫垚VIB,晨缘馨薇,29,2017/6/1,7月12日,2017,5184985727
1547,恋爱两年，结婚一年，孩子刚出生，从没想过老公会动手打我。,为了孩子上户口的事情，孩子的爸爸竟然会对我动手。我是安徽阜阳市人，孩子爸爸是陕西西乡县人，我,反家庭暴...,晨缘馨薇,58,2017/7/1,7月12日,2017,5206031191
1548,至受到家暴未成年们被打了不要难,至受到家暴未成年们 被打了不要难过，就当被狗咬了，不要哭，要笑，想想一些美好的事，比如闺蜜，蓝,一生芳瑶,晨缘馨薇,1,2017/7/1,7月12日,2017,5213724225
1549,有因家暴离家出走的吧友吗,吧里有吗,晓宇智波...,晨缘馨薇,1,2017/7/1,7月12日,2017,5215344617
1550,看到这么多家暴的贴，怎么没有人组建个微信群或QQ群呢？,大家建个微信群吧，互相安慰互相开导，互相帮助,稻草444444,晨缘馨薇,0,2017/7/1,7月12日,2017,5218355179
1551,我今年十七岁是个男孩，昨天晚上,我今年十七岁是个男孩，昨天晚上我父亲因为我妈妈没给他端碗就打了我妈妈。我打不过父亲只能抱着他,受伤377,习惯安静,6,2017/6/1,7月12日,2017,5161259848
1552,为什么家暴家庭父母总以为,为什么家暴家庭父母总以为孩子生下来，给口吃的就是养孩子，这和养猪养狗有区别吗？开口闭口就是你,q563120,sarcomere6,8,2017/3/1,7月11日,2017,5013109619
1553,过着还有什么意思，根本就改不了,过着还有什么意思，根本就改不了,娜娜20150108,ciLi,21,2017/6/1,7月10日,2017,5160456547
1554,为什么被家暴的人总是爱装可怜,男人女人被家暴了就必须要得到同情么 不 我绝对不同情被家暴的女人 你们是小孩子 自己的婚姻不知道去,cd1940521932,养儿烦恼,18,2017/6/1,7月9日,2017,5152466989
1555,大家帮帮我,高三毕业生 考上了二本 但是比估的分数低了一些 我爸就说我考完试神的不行 我说我没考好 作文跑题了,毒_木桥945,我比js聪明,45,2017/6/1,7月9日,2017,5181816317
1556,妈妈下狠手,全是我妈抓的,妍儿有幸_,459丽泽桥,13,2017/5/1,7月9日,2017,5107466037
1557,那未成年人应该怎么办？,我初三，女生。长期接受精神虐待，威胁、辱骂、讽刺、冷淡。而更小的时候，我接触更多的是身体上的,完美的冰...,一生芳瑶,180,2015/10/1,7月9日,2017,4128564216
1558,求助。我是一名初中生期末考试考,求助。我是一名初中生期末考试考不好，我妈就说我没用，我爸回来会拿皮带抽死我，然后对我各种谩骂,岁月郭德...,一生芳瑶,4,2017/7/1,7月9日,2017,5213338561
1559,不信任，是否是另一种形式的暴力,两个人好不容易结了婚，本以为剩下的时光里充满着幸福的味道，可是事与愿违。只愿单纯的和一个爱着,反家庭暴...,君承天宠,4,2017/7/1,7月7日,2017,5209173558
1560,我做了一个后妈,他说只要我对他的孩子好就行，做到了！为什么还要给你当孙子！什么事不依着他就打，这一年半我忍受,娜娜20150108,冬天的雪...,7,2017/6/1,7月7日,2017,5160447035
1561,请问如果被家暴了，应该怎么办,,太上小君,pangdianming,8,2017/5/1,7月3日,2017,5124752554
1562,还好及时分手了,脾气不好的男人必须远离，有第一次就有无数次，打人是最伤感情的，未来怎么死的都不知道,习惯安静,pangdianming,2,2017/4/1,7月3日,2017,5052815265
1563,唉，为了孩子忍受家暴，我太难了,,域名序号,pangdianming,43,2016/9/1,7月3日,2017,4772216953
1564,家暴，是婚姻的坟墓,我是个八零后。正常的结婚，生孩子，可惜，遇到这个人，是个暴虐狂，喝了酒就大架。我为了孩子忍了,猫咪爱吃...,幽幽,8,2017/7/1,7月3日,2017,5199426132
1565,其实  大家说的家暴 只是身体的伤害,可是我父亲天天骂人 讽刺 恶语相加 虽然没有身体接触 可是 心灵的创伤更大,wjnstc,backa,11,2017/5/1,7月2日,2017,5125427322
1566,吧里的爷们都过来！,兄弟们，看到吧里这样受渣男虐待的孩子女人，真的好心痛！好可怜！吧里的爷们一起组个反家暴联盟吧,sj030,摩柯珞嘉,15,2017/6/1,7月2日,2017,5191110372
1567,被家暴，求脱出全攻略,手机里没有卡，没有银行卡，没有身份证，几百千米以内没有可相信的人，身上只有约150RMB。 球脱出全攻,婉龙真纪子,你烧到39...,13,2017/1/1,6月30日,2017,4937016338
1568,来个不会家暴的女孩子，给你最好的温柔,不想说啥，以后对女方和子女都不会家暴。因为我已经受到两个亲身父母的家暴，但真心希望国家管管,先知,先知,0,2017/6/1,6月30日,2017,5194714021
1569,由谁能帮助我，条件你开。,由谁能帮助我，条件你开。,angel冷漠不败,火莹娱乐,5,2017/6/1,6月30日,2017,5186678523
1570,为什么我组织爷们反家暴的帖子没了？,百思不得其解！！还有人为这些可怜人出头了吗？,sj030,sj030,11,2017/6/1,6月29日,2017,5191133436
1571,走吧，我们一起离开这个城市,走吧，我们一起离开这个城市,月亮忘记...,sj030,3,2017/6/1,6月28日,2017,5152202947
1572,距离上次打我一年了，还会打我吗,一年前他打了我，我提出分手。 差不多分开三个月他来找了和好了。 到现在已经一年了，我想知道他还会,秋风帘卷...,芳儿姐姐...,36,2017/5/1,6月27日,2017,5120135291
1573,求助大家！我该怎么办？,我今年20，学校毕业工作也有几年了，因为身体原因在老家这边工作，但是最近我工作那家店的老板欺负我，我当初交了押金，我和他说不想再去了，他也不给我退钱，之后我和父母说，父母也站在老板那边，羞辱我骂我，说不该生我之类的那种话，而且我遗传我母亲的毛病，精神方面有点小问题，我有轻度的抑郁症，而且父母和老板还说要杀我不要我，求助广大贴吧的朋友们，我该怎么办,绝帅磊哥,一笛风,8,2017/6/1,6月27日,2017,5187268263
1574,再见了，我曾经以为美好的世界,找不到活下去的理由，找不到活下去的希望。人生一片混沌，没有目标，没有梦想，没有特长，没有爱好,a303789046,颠沛磨成...,47,2017/4/1,6月26日,2017,5082022942
1575,再婚女人过得好吗？,据我了解，再婚女人大多不快乐，而且是永久的。再婚女人虽然多数摆脱了家暴，然而只是和对方搭伙过,江湖寄傲,宋莹莹起...,36,2016/9/1,6月26日,2017,4784985259
1576,冷暴力算不算？,比如一不高兴了家长就不给你做饭吃，不给你生活费。当你生病了，因为一些个人的原因不给你治病。,夜莺的悲,zjc童童,4,2017/6/1,6月25日,2017,5179819310
1577,试试“问号”改善家暴,无论子女还是夫妻家暴，请试试问号的使用。 意思是被害者向施暴者主动问候，表示自己的关心。 受害者,自由关系,心事天亮...,10,2017/6/1,6月25日,2017,5152013267
1578,呵呵，有多少男同胞被家暴的,日子过得真苦，又不敢离婚。我是倒插门的，家是农村的，很穷的，她家是城市的，家里有点钱，两套房,满速列车,摩柯珞嘉,46,2017/1/1,6月24日,2017,4930166960
1579,家暴对孩子的阴影,我今年高一，不到一岁父母就离婚了，我在各种亲戚家姥姥姥爷家爷爷奶奶家长大的直到三年级那会我爸爸给我找了个后妈并让我和他一块生活，这没啥，那个后妈有个儿子，我们聊的还算投机，毕竟我早就习惯了，不会有太大敌意 那天晚上我玩大富翁玩到十一点了，就和那个哥哥一起睡觉了，没地方我们挤一张床第二天我是被摸醒的呵呵我当时小 不敢说 说了肯定会搞事情，所以忍了 之后分床了就当过去了之后搬家了好戏开始了,心累无救i,改个昵称...,39,2017/2/1,6月24日,2017,4967622220
1580,吵架被老公掐脖子,以前看到家暴新闻，都觉得离自己好遥远，没想到自己也碰到了，新婚刚半年吧，吵架的时候我抓了他手,倚楼倾花,乐山天气晴,10,2017/5/1,6月23日,2017,5126819104
1581,老爸喝酒之后就是恐惧,我真得很害怕老爸喝完酒，然后回家，简直就是魔鬼，可怕，真得，想起来就恶心，我觉得我很长一段时,上铺视角,___Heartbeats_,15,2017/2/1,6月21日,2017,4997965692
1582,活在这样的家庭真的太累了,,艺宝的葱,冬天的雪...,39,2017/3/1,6月20日,2017,5033496618
1583,家暴老公打老婆骨折你怎么看,,沉鱼一笑,沉鱼一笑,0,2017/6/1,6月20日,2017,5172382725
1584,家暴了，就别给机会，离婚！,别说为了孩子 别说为了父母 别说为了家庭 面对家暴，孩子能健康成长？ 你不为任何人活着，只为你自己,纤指柠红,纤指柠红,7,2017/6/1,6月18日,2017,5163964668
1585,长这么大第一次被打这么惨,血都是我流的，忍着没报警,沅有芷兮,心不动则...,103,2016/12/1,6月18日,2017,4918558616
1586,第一次发，也想大家能告诉我我到底怎么办,本人女，17岁，刚在国外回来没多久。因为在国外呆了一两年，所以回国之后觉得课程也跟不上了，索性就,雯美夏LOVE,1491815986,4,2017/6/1,6月18日,2017,5166676555
1587,我被家暴了吗？这次我的老公真的打了我,结婚3年，昨天520是我的结婚纪念日，今天，我俩打架了，我摔东西，然后他先动手打了我的头，然后我们,琪琪19850222,FC吧余文...,84,2017/5/1,6月18日,2017,5126769563
1588,大儿子咳嗽断断续续发烧生病一个,大儿子咳嗽断断续续发烧生病一个多星期了，昨天还高烧到40度，我一个人带大儿子（5岁）和小儿子（15个,木棉7766,心不动则...,3,2016/3/1,6月18日,2017,4438726984
1589,做了一道题,做了一道题,提琴不蝴...,提琴不蝴...,1,2017/6/1,6月16日,2017,5166273481
1590,有人在嘛？昨天跟男朋友吵架 男朋友直接拿刀…还能在一起嘛,在一起三个月了 中间吵过几次架 没有动过手 但是我发现他脾气特爆 昨天因为小事吵架 我想回家但是我得钱包在他那里 我跟他要 他直接扔地上 我就火了,WenCy_55,cd1940521932,33,2014/9/1,6月16日,2017,3270229351
1591,被家暴了怎么办？,当然是选择原谅他啊,l...,小馋,8,2017/4/1,6月16日,2017,5085754654
1592,我打了两三次老婆,如何才能彻底杜绝下一次，我真的不想，不想，有时脾气上来了没忍住,幻剑书生,dryghok,46,2016/10/1,6月15日,2017,4835740290
1593,家暴真的能改吗？,两个女儿，5岁、6岁，以前经常被他威胁家暴，真的太累了，甚至还用过电棍，去年与他分居两地，今年回家本说好离婚的，结果我家人把户口本和身份证藏起来了，现在他也不同意离婚了，家人也都骂我，要为两个孩子想，我快疯了,路过11086,摩柯珞嘉,30,2017/2/1,6月14日,2017,4972445871
1594,所谓的嫁给爱情很可笑！,人哪。如果你连死都不怕了，那么你还怕什么。一个人也可以活着啊。也可以看到阳光的不是吗？,会飞的女...,贴吧用户_...,40,2017/5/1,6月14日,2017,5123972494
1595,请帮帮我,我恨我的爸爸，我可怜我的妈妈。好多人都说，父母生你养你，给了你生命，那他，就是你的恩人可是，,腐的有深...,z693808828,39,2017/2/1,6月13日,2017,4977484637
1596,小时候妈妈也喜欢打我，记得有一,小时候妈妈也喜欢打我，记得有一次把我腿打折了上不了学了可能都是我太淘气了吧，现在感觉也没什么,何必单心,豆蔻queen,4,2017/5/1,6月13日,2017,5121431499
1597,我妹妹人在吉林四平伊通，被男的,我妹妹人在吉林四平伊通，被男的家暴，并且没收手机身份证。之前给家里打了求救电话，并且让家人去,EchoBaiIIII,宝宝0321z,12,2017/6/1,6月11日,2017,5156149997
1598,家暴,自从和他领完结婚证以后，他就变了，开始只是动手推我，现在他居然动手扇我的脸！还觉得他自己没有,平平爱养狗,往后余...,22,2017/3/1,6月10日,2017,5004108745
1599,未成年人的贫困和受虐、家庭关系破裂要怎么解决？,家暴只是表面现象吧 欢迎大家讨论,忍不住数羊,温柔的小...,2,2017/6/1,6月10日,2017,5156100432
1600,忍受了十八年的家暴，无处可以诉,忍受了十八年的家暴，无处可以诉苦，今天偶然发现了这个贴吧，看了很多帖子，原来不是我一个人在经,我不是小...,养儿烦恼,27,2016/1/1,6月9日,2017,4315100465
1601,这样算家暴吗？,我是一个比较毒舌+不服软的人，我老公性子比较急。我们吵架的时候他脸色变了我反而战斗力越强，说话,豆豆贝贝哈,cd1940521932,12,2017/6/1,6月6日,2017,5147873862
1602,我是同性恋，我爱的那个她忍受家暴10几年,我很心疼她，她跟我在一起快三年了，她为了我离开了家暴老公，最近才听她提起她家暴的经历，她提着就哭，害怕，我没用！只能抱着她哭，她本人个性比较,bao520les,一笛风,301,2014/11/1,6月6日,2017,3429882469
